County Code,County Name,District Name,District Code,School Code,School Name,City,School Level,Student Fall Enrollment,Total Days Possible,Total Days Attended,Total Student Days Excused Absence,Total Student Days Unexcused Absent,Attendance Rate,Truancy Rate
35,LARIMER,PARK (ESTES PARK) R-3,1570,2792,ESTES PARK MIDDLE SCHOOL,ESTES PARK,Middle/Jr. High,241,40305,37480.20,2231.30,593.50,0.93,0.01
35,LARIMER,PARK (ESTES PARK) R-3,1570,2794,ESTES PARK HIGH SCHOOL,ESTES PARK,Senior,375,68619,62951.70,4296.30,1371.00,0.92,0.02
36,LAS ANIMAS,TRINIDAD 1,1580,1386,TRINIDAD MIDDLE SCHOOL,TRINIDAD,Middle/Jr. High,279,41000,35936.00,3198.00,1866.00,0.88,0.05
36,LAS ANIMAS,TRINIDAD 1,1580,2481,ECKHART ELEMENTARY SCHOOL,TRINIDAD,Elementary,224,34028,31288.00,2010.00,730.00,0.92,0.02
36,LAS ANIMAS,TRINIDAD 1,1580,2944,FISHER'S PEAK ELEMENTARY SCHOOL,TRINIDAD,Elementary,444,66466,63836.50,607.00,2022.00,0.96,0.03
36,LAS ANIMAS,TRINIDAD 1,1580,8906,TRINIDAD HIGH SCHOOL,TRINIDAD,Senior,405,59663,55206.00,1867.00,2590.00,0.93,0.04
36,LAS ANIMAS,PRIMERO REORGANIZED 2,1590,7160,PRIMERO ELEMENTARY SCHOOL,WESTON,Elementary,117,15870,15295.00,230.00,345.00,0.96,0.02
36,LAS ANIMAS,PRIMERO REORGANIZED 2,1590,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,WESTON,Senior,104,12972,12314.00,403.00,255.00,0.95,0.02
36,LAS ANIMAS,HOEHNE REORGANIZED 3,1600,4044,HOEHNE ELEMENTARY SCHOOL,TRINIDAD,Elementary,165,23855,23107.00,592.00,156.00,0.97,0.01
36,LAS ANIMAS,HOEHNE REORGANIZED 3,1600,4045,HOEHNE JUNIOR HIGH SCHOOL,TRINIDAD,Middle/Jr. High,48,6910,6374.50,363.50,172.00,0.92,0.02
36,LAS ANIMAS,HOEHNE REORGANIZED 3,1600,4048,HOEHNE HIGH SCHOOL,TRINIDAD,Senior,121,17411,16128.50,781.50,501.00,0.93,0.03
36,LAS ANIMAS,AGUILAR REORGANIZED 6,1620,58,AGUILAR ELEMENTARY SCHOOL,AGUILAR,Elementary,66,8480,7702.50,5.10,772.40,0.91,0.09
36,LAS ANIMAS,AGUILAR REORGANIZED 6,1620,66,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,AGUILAR,Senior,46,6530,5544.10,376.70,609.20,0.85,0.09
36,LAS ANIMAS,BRANSON REORGANIZED 82,1750,948,BRANSON SCHOOL ONLINE,BRANSON,Senior,427,54526,51195.00,0.00,3331.00,0.94,0.06
36,LAS ANIMAS,BRANSON REORGANIZED 82,1750,974,BRANSON ELEMENTARY SCHOOL,BRANSON,Elementary,20,2776,2627.20,129.00,19.80,0.95,0.01
36,LAS ANIMAS,BRANSON REORGANIZED 82,1750,978,BRANSON UNDIVIDED HIGH SCHOOL,BRANSON,Senior,10,1337,1235.80,55.30,45.90,0.92,0.03
36,LAS ANIMAS,BRANSON REORGANIZED 82,1750,979,BRANSON SCHOOL ONLINE GED PREP,BRANSON,Senior,13,531,492.00,6.00,33.00,0.93,0.06
36,LAS ANIMAS,KIM REORGANIZED 88,1760,4690,KIM ELEMENTARY SCHOOL,KIM,Elementary,30,4495,4243.00,252.00,0.00,0.94,0.00
36,LAS ANIMAS,KIM REORGANIZED 88,1760,4694,KIM UNDIVIDED HIGH SCHOOL,KIM,Senior,28,4640,4339.50,292.50,8.00,0.94,0.00
37,LINCOLN,GENOA-HUGO C113,1780,4158,GENOA-HUGO ELEMENTARY SCHOOL,HUGO,Elementary,90,13137,12546.50,582.50,8.00,0.96,0.00
37,LINCOLN,GENOA-HUGO C113,1780,4160,GENOA-HUGO MIDDLE SCHOOL,HUGO,Middle/Jr. High,36,5074,4644.50,416.50,13.00,0.92,0.00
37,LINCOLN,GENOA-HUGO C113,1780,4162,GENOA-HUGO SENIOR HIGH SCHOOL,HUGO,Senior,52,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
37,LINCOLN,LIMON RE-4J,1790,5132,LIMON ELEMENTARY SCHOOL,LIMON,Elementary,173,27989,26723.50,1170.50,95.00,0.95,0.00
37,LINCOLN,LIMON RE-4J,1790,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,LIMON,Senior,262,37010,35424.50,1545.50,40.00,0.96,0.00
37,LINCOLN,KARVAL RE-23,1810,4502,KARVAL ELEMENTARY SCHOOL,KARVAL,Elementary,16,2470,2367.00,103.00,0.00,0.96,0.00
37,LINCOLN,KARVAL RE-23,1810,4504,KARVAL ONLINE EDUCATION,KARVAL,Senior,185,24009,24009.00,0.00,0.00,1.00,0.00
37,LINCOLN,KARVAL RE-23,1810,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,KARVAL,Senior,34,5125,4884.00,241.00,0.00,0.95,0.00
38,LOGAN,VALLEY RE-1,1828,202,SMITH HIGH SCHOOL,STERLING,Senior,17,2847,2679.50,150.40,17.10,0.94,0.01
38,LOGAN,VALLEY RE-1,1828,515,AYRES ELEMENTARY SCHOOL,STERLING,Elementary,462,75842,72224.50,2656.90,960.60,0.95,0.01
38,LOGAN,VALLEY RE-1,1828,1220,CALICHE ELEMENTARY SCHOOL,ILIFF,Elementary,164,23846,22755.00,973.60,117.40,0.95,0.00
38,LOGAN,VALLEY RE-1,1828,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,ILIFF,Senior,124,20312,19361.10,879.10,71.80,0.95,0.00
38,LOGAN,VALLEY RE-1,1828,1321,CAMPBELL ELEMENTARY SCHOOL,STERLING,Elementary,425,69438,66183.90,2588.60,665.50,0.95,0.01
38,LOGAN,VALLEY RE-1,1828,3729,HAGEN EARLY EDUCATION CENTER,STERLING,Elementary,142,18668,16803.00,1298.00,567.00,0.90,0.03
38,LOGAN,VALLEY RE-1,1828,8256,STERLING MIDDLE SCHOOL,STERLING,Middle/Jr. High,490,78924,76663.00,1999.10,261.90,0.97,0.00
38,LOGAN,VALLEY RE-1,1828,8260,STERLING HIGH SCHOOL,STERLING,Senior,612,95717,89274.20,5527.20,915.60,0.93,0.01
38,LOGAN,FRENCHMAN RE-3,1850,2980,FLEMING ELEMENTARY SCHOOL,FLEMING,Elementary,120,14100,13430.00,641.00,29.00,0.95,0.00
38,LOGAN,FRENCHMAN RE-3,1850,2988,FLEMING HIGH SCHOOL,FLEMING,Senior,80,11704,11163.00,516.00,25.00,0.95,0.00
38,LOGAN,BUFFALO RE-4J,1860,5802,MERINO ELEMENTARY SCHOOL,MERINO,Elementary,157,24913,23671.00,1242.00,0.00,0.95,0.00
38,LOGAN,BUFFALO RE-4J,1860,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,MERINO,Senior,154,25166,23701.50,1464.00,0.50,0.94,0.00
38,LOGAN,PLATEAU RE-5,1870,6834,PEETZ ELEMENTARY SCHOOL,PEETZ,Elementary,100,15867,15173.00,654.00,40.00,0.96,0.00
38,LOGAN,PLATEAU RE-5,1870,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,PEETZ,Senior,76,12634,11756.00,832.00,46.00,0.93,0.00
39,MESA,DE BEQUE 49JT,1980,2122,DE BEQUE ELEMENTARY SCHOOL,DE BEQUE,Elementary,92,15212,14763.50,371.50,77.00,0.97,0.01
39,MESA,DE BEQUE 49JT,1980,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,DE BEQUE,Senior,44,6623,6210.50,353.00,59.50,0.94,0.01
39,MESA,PLATEAU VALLEY 50,1990,3582,GRAND MESA HIGH SCHOOL,COLLBRAN,Senior,130,31460,29900.00,1560.00,0.00,0.95,0.00
39,MESA,PLATEAU VALLEY 50,1990,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,COLLBRAN,Elementary,198,27517,25303.00,1954.00,260.00,0.92,0.01
39,MESA,PLATEAU VALLEY 50,1990,7028,PLATEAU VALLEY MIDDLE SCHOOL,COLLBRAN,Middle/Jr. High,50,7272,6744.00,475.00,53.00,0.93,0.01
39,MESA,PLATEAU VALLEY 50,1990,7032,PLATEAU VALLEY HIGH SCHOOL,COLLBRAN,Senior,93,12653,11687.50,850.50,115.00,0.92,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,262,APPLETON ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,422,70056,66186.50,3680.50,189.00,0.94,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,361,FRUITA 8/9 SCHOOL,FRUITA,Middle/Jr. High,776,132327,121644.40,7890.20,2792.40,0.92,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,362,RIM ROCK ELEMENTARY SCHOOL,FRUITA,Elementary,654,109642,103125.50,5879.00,637.50,0.94,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,363,PEAR PARK ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,458,74407,70389.50,3128.00,889.50,0.95,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,900,BOOKCLIFF MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,575,99218,92048.00,5642.40,1527.60,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,1046,BROADWAY ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,245,40838,38777.50,1668.50,392.00,0.95,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,1450,CENTRAL HIGH SCHOOL,GRAND JUNCTION,Senior,1599,267574,234968.20,13287.50,19318.30,0.88,0.07
39,MESA,MESA COUNTY VALLEY 51,2000,1520,CHATFIELD ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,424,69844,64928.50,4725.50,190.00,0.93,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,1619,CHIPETA ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,472,71838,66256.00,2992.50,2589.50,0.92,0.04
39,MESA,MESA COUNTY VALLEY 51,2000,1686,CLIFTON ELEMENTARY SCHOOL,CLIFTON,Elementary,442,72237,66702.50,3714.00,1820.50,0.92,0.03
39,MESA,MESA COUNTY VALLEY 51,2000,2128,INDEPENDENCE ACADEMY,GRAND JUNCTION,Elementary,233,27949,25699.00,1328.20,921.80,0.92,0.03
39,MESA,MESA COUNTY VALLEY 51,2000,2224,DOS RIOS ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,429,70549,65631.50,3735.50,1182.00,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,2297,DUAL IMMERSION ACADEMY SCHOOL,GRAND JUNCTION,Elementary,272,35919,34085.50,1555.00,278.50,0.95,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,2392,EAST MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,444,76628,71043.60,3599.80,1984.60,0.93,0.03
39,MESA,MESA COUNTY VALLEY 51,2000,2724,NEW EMERSON SCHOOL AT COLUMBUS,GRAND JUNCTION,Elementary,133,18487,17803.00,684.00,0.00,0.96,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,3244,FRUITA MIDDLE SCHOOL,FRUITA,Middle/Jr. High,566,96787,89985.60,5072.00,1729.40,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,3262,FRUITVALE ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,474,79075,73871.50,3984.50,1219.00,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,3350,GATEWAY SCHOOL,GATEWAY,Senior,51,7842,7534.50,73.50,234.00,0.96,0.03
39,MESA,MESA COUNTY VALLEY 51,2000,3469,GLADE PARK COMMUNITY SCHOOL,GLADE PARK,Elementary,21,2951,2640.00,306.50,4.50,0.89,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,3570,GRAND JUNCTION HIGH SCHOOL,GRAND JUNCTION,Senior,1774,298502,265554.10,13366.80,19581.10,0.89,0.07
39,MESA,MESA COUNTY VALLEY 51,2000,3584,GRAND MESA MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,657,111780,102804.30,6834.30,2141.40,0.92,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,4084,LINCOLN PARK PRESCHOOL,GRAND JUNCTION,Elementary,26,1446,1269.50,171.00,5.00,0.88,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,410,66522,62793.00,2716.50,1012.50,0.94,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,5244,LOMA ELEMENTARY SCHOOL,LOMA,Elementary,288,47382,44238.00,2901.00,243.00,0.93,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,GRAND JUNCTION,Senior,326,93562,60396.00,33166.00,0.00,0.65,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,5842,MESA VIEW ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,437,72752,69486.50,1563.00,1702.50,0.96,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,6055,CAREER CENTER PRESCHOOL,GRAND JUNCTION,Elementary,25,2070,1931.00,39.50,99.00,0.93,0.05
39,MESA,MESA COUNTY VALLEY 51,2000,6070,FRUITA MONUMENT HIGH SCHOOL,FRUITA,Senior,1278,227597,207503.20,10946.50,9147.30,0.91,0.04
39,MESA,MESA COUNTY VALLEY 51,2000,6166,MOUNT GARFIELD MIDDLE SCHOOL,CLIFTON,Middle/Jr. High,635,108744,100085.00,5449.80,3209.20,0.92,0.03
39,MESA,MESA COUNTY VALLEY 51,2000,6264,NISLEY ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,479,79524,74305.00,3866.50,1352.50,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,488,80024,75547.50,3529.00,947.50,0.94,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,6562,ORCHARD MESA MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,537,91220,84224.10,4728.20,2267.70,0.92,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,6666,PALISADE HIGH SCHOOL,PALISADE,Senior,1003,169733,151082.50,9220.60,9429.90,0.89,0.06
39,MESA,MESA COUNTY VALLEY 51,2000,7110,POMONA ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,417,69734,66357.50,3021.50,355.00,0.95,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,7236,R-5 HIGH SCHOOL,GRAND JUNCTION,Senior,355,53847,35361.50,4141.40,14344.10,0.66,0.27
39,MESA,MESA COUNTY VALLEY 51,2000,7281,REDLANDS MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,582,101050,94640.20,5513.00,896.80,0.94,0.01
39,MESA,MESA COUNTY VALLEY 51,2000,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,CLIFTON,Elementary,573,93465,87500.00,3688.50,2276.50,0.94,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,7832,SHELLEDY ELEMENTARY SCHOOL,FRUITA,Elementary,550,92654,87907.50,4295.00,451.50,0.95,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,8462,TAYLOR ELEMENTARY SCHOOL,PALISADE,Elementary,422,67141,62764.50,2860.00,1516.50,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,624,102446,97441.00,3192.00,1813.00,0.95,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,8876,TOPE ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,379,63867,60739.50,2158.00,969.50,0.95,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,9406,WEST MIDDLE SCHOOL,GRAND JUNCTION,Middle/Jr. High,427,74253,69170.10,3745.60,1337.30,0.93,0.02
39,MESA,MESA COUNTY VALLEY 51,2000,9434,SCENIC ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,239,41164,39177.50,1886.00,100.50,0.95,0.00
39,MESA,MESA COUNTY VALLEY 51,2000,9673,WINGATE ELEMENTARY SCHOOL,GRAND JUNCTION,Elementary,460,87402,82990.00,4116.00,296.00,0.95,0.00
40,MINERAL,CREEDE SCHOOL DISTRICT,2010,1962,LAMB ELEMENTARY SCHOOL,CREEDE,Elementary,48,6148,5842.00,184.50,121.50,0.95,0.02
40,MINERAL,CREEDE SCHOOL DISTRICT,2010,1966,CREEDE MIDDLE/HIGH SCHOOL,CREEDE,Senior,44,5468,5041.00,321.00,106.00,0.92,0.02
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,1936,SANDROCK ELEMENTARY,CRAIG,Elementary,380,63618,60193.00,2966.00,459.00,0.95,0.01
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,1938,CRAIG MIDDLE SCHOOL,CRAIG,Middle/Jr. High,506,104984,97046.40,5608.50,2329.10,0.92,0.02
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,2373,EARLY CHILDHOOD CENTER,CRAIG,Elementary,57,9882,8892.90,586.10,403.00,0.90,0.04
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,2374,EAST ELEMENTARY SCHOOL,CRAIG,Elementary,273,44010,41427.50,1499.20,1083.30,0.94,0.02
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,5656,MAYBELL ELEMENTARY SCHOOL,MAYBELL,Elementary,14,2330,2215.00,115.00,0.00,0.95,0.00
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,5962,MOFFAT COUNTY HIGH SCHOOL,CRAIG,Senior,615,104984,97046.40,5608.50,2329.10,0.92,0.02
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,7338,RIDGEVIEW ELEMENTARY SCHOOL,CRAIG,Elementary,251,40291,37996.00,1621.00,674.00,0.94,0.02
41,MOFFAT,MOFFAT COUNTY RE:NO 1,2020,8398,SUNSET ELEMENTARY SCHOOL,CRAIG,Elementary,306,50840,47899.70,2479.60,460.70,0.94,0.01
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,609,BATTLE ROCK CHARTER SCHOOL,CORTEZ,Elementary,37,49990,46940.00,2085.00,965.00,0.94,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,1888,CORTEZ MIDDLE SCHOOL,CORTEZ,Middle/Jr. High,638,920060,851085.00,51435.00,17540.00,0.93,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,4546,KEMPER ELEMENTARY SCHOOL,CORTEZ,Elementary,404,561240,522640.00,28175.00,10425.00,0.93,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,CORTEZ,Elementary,121,170390,162320.00,6895.00,1175.00,0.95,0.01
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,5436,MANAUGH ELEMENTARY SCHOOL,CORTEZ,Elementary,296,430800,393840.00,23105.00,13855.00,0.91,0.03
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,5836,MESA ELEMENTARY SCHOOL,CORTEZ,Elementary,402,561470,522635.00,28575.00,10260.00,0.93,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,CORTEZ,Senior,721,985950,867154.00,69794.00,49002.00,0.88,0.05
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,7082,PLEASANT VIEW ELEMENTARY SCHOOL,PLEASANT VIEW,Elementary,44,61890,57385.00,3560.00,945.00,0.93,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,7430,PRESCHOOL/JUMPSTART,CORTEZ,Elementary,90,163040,154735.00,4680.00,3625.00,0.95,0.02
42,MONTEZUMA,MONTEZUMA-CORTEZ RE-1,2035,8133,SOUTHWEST OPEN CHARTER SCHOOL,CORTEZ,Senior,176,227350,186507.00,11805.00,29038.00,0.82,0.13
42,MONTEZUMA,DOLORES RE-4A,2055,2204,DOLORES ELEMENTARY SCHOOL,DOLORES,Elementary,283,47732,44769.50,1961.50,1001.00,0.94,0.02
42,MONTEZUMA,DOLORES RE-4A,2055,2206,DOLORES MIDDLE SCHOOL,DOLORES,Middle/Jr. High,163,27202,25715.00,1413.00,74.00,0.95,0.00
42,MONTEZUMA,DOLORES RE-4A,2055,2208,DOLORES HIGH SCHOOL,DOLORES,Senior,195,32069,30229.00,1626.00,214.00,0.94,0.01
42,MONTEZUMA,DOLORES RE-4A,2055,8500,TEDDY BEAR PRESCHOOL,DOLORES,Elementary,48,0,0.00,0.00,0.00,#DIV/0!,#DIV/0!
42,MONTEZUMA,MANCOS RE-6,2070,5446,MANCOS ELEMENTARY SCHOOL,MANCOS,Elementary,162,27322,25393.50,1145.50,783.00,0.93,0.03
42,MONTEZUMA,MANCOS RE-6,2070,5450,MANCOS MIDDLE SCHOOL,MANCOS,Middle/Jr. High,93,16147,15112.00,852.00,183.00,0.94,0.01
42,MONTEZUMA,MANCOS RE-6,2070,5452,MANCOS HIGH SCHOOL,MANCOS,Senior,114,18020,16470.00,1069.00,481.00,0.91,0.03
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,1392,CENTENNIAL MIDDLE SCHOOL,MONTROSE,Middle/Jr. High,602,104462,97208.00,5391.00,1863.00,0.93,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,1915,COTTONWOOD ELEMENTARY SCHOOL,MONTROSE,Elementary,505,84884,80322.00,2767.00,1795.00,0.95,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,2942,EARLY CHILDHOOD CENTER,MONTROSE,Elementary,277,37841,33742.00,3562.00,537.00,0.89,0.01
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,4458,JOHNSON ELEMENTARY SCHOOL,MONTROSE,Elementary,562,97062,91355.00,4197.00,1510.00,0.94,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6054,COLUMBINE MIDDLE SCHOOL,MONTROSE,Middle/Jr. High,522,89988,85094.00,3914.00,980.00,0.95,0.01
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6058,MONTROSE HIGH SCHOOL,MONTROSE,Senior,1348,245560,229827.00,9759.00,5974.00,0.94,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6366,NORTHSIDE ELEMENTARY SCHOOL,MONTROSE,Elementary,396,70568,66966.00,2426.00,1176.00,0.95,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6466,OAK GROVE ELEMENTARY SCHOOL,MONTROSE,Elementary,401,68297,64819.00,3040.00,438.00,0.95,0.01
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6486,OLATHE ELEMENTARY SCHOOL,OLATHE,Elementary,477,80828,75515.00,4486.00,827.00,0.93,0.01
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6490,OLATHE MIDDLE SCHOOL,OLATHE,Middle/Jr. High,308,54346,50925.00,2473.00,948.00,0.94,0.02
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6494,OLATHE HIGH SCHOOL,OLATHE,Senior,380,65177,59887.00,3144.00,2146.00,0.92,0.03
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,6807,PASSAGE CHARTER SCHOOL,MONTROSE,Senior,28,3950,3320.00,530.00,100.00,0.84,0.03
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,7106,POMONA ELEMENTARY SCHOOL,MONTROSE,Elementary,428,73542,69340.00,3802.00,400.00,0.94,0.01
43,MONTROSE,MONTROSE COUNTY RE-1J,2180,9149,VISTA CHARTER SCHOOL,MONTROSE,Senior,177,25006,20505.00,1154.00,3347.00,0.82,0.13
43,MONTROSE,WEST END RE-2,2190,6196,NATURITA ELEMENTARY & MIDDLE SCHOOL,NATURITA,Elementary,163,25640,24227.70,1310.70,101.60,0.94,0.00
43,MONTROSE,WEST END RE-2,2190,6436,NUCLA HIGH SCHOOL,NUCLA,Senior,130,20683,18787.90,1502.90,392.20,0.91,0.02
43,MONTROSE,WEST END RE-2,2190,6718,PARADOX VALLEY CHARTER SCHOOL,PARADOX,Elementary,54,7825,7225.70,530.30,69.00,0.92,0.01
44,MORGAN,BRUSH RE-2(J),2395,1094,BRUSH MIDDLE SCHOOL,BRUSH,Middle/Jr. High,338,59106,55917.30,2732.90,455.80,0.95,0.01
44,MORGAN,BRUSH RE-2(J),2395,1096,BRUSH HIGH SCHOOL,BRUSH,Senior,444,74748,68255.50,5377.30,1115.20,0.91,0.01
44,MORGAN,BRUSH RE-2(J),2395,1438,BEAVER VALLEY ELEMENTARY SCHOOL,BRUSH,Elementary,348,60714,57905.60,2489.50,318.90,0.95,0.01
44,MORGAN,BRUSH RE-2(J),2395,8832,THOMSON PRIMARY SCHOOL,BRUSH,Elementary,380,65568,62593.90,2542.90,431.20,0.95,0.01
44,MORGAN,FORT MORGAN RE-3,2405,492,BAKER CENTRAL SCHOOL,FORT MORGAN,Elementary,470,81948,78644.20,2902.00,401.80,0.96,0.00
44,MORGAN,FORT MORGAN RE-3,2405,1850,COLUMBINE ELEMENTARY SCHOOL,FORT MORGAN,Elementary,313,54001,51578.30,2197.40,225.30,0.96,0.00
44,MORGAN,FORT MORGAN RE-3,2405,3074,FORT MORGAN MIDDLE SCHOOL,FORT MORGAN,Middle/Jr. High,479,84861,80798.80,3126.70,935.50,0.95,0.01
44,MORGAN,FORT MORGAN RE-3,2405,3078,FORT MORGAN HIGH SCHOOL,FORT MORGAN,Senior,862,143548,138158.30,3470.50,1919.20,0.96,0.01
44,MORGAN,FORT MORGAN RE-3,2405,3620,GREEN ACRES ELEMENTARY SCHOOL,FORT MORGAN,Elementary,322,56476,53985.00,2231.00,260.00,0.96,0.00
44,MORGAN,FORT MORGAN RE-3,2405,5180,LINCOLN HIGH SCHOOL,FORT MORGAN,Senior,39,6738,5851.30,458.90,427.80,0.87,0.06
44,MORGAN,FORT MORGAN RE-3,2405,6954,PIONEER ELEMENTARY SCHOOL,FORT MORGAN,Elementary,318,56924,54202.90,2500.40,220.70,0.95,0.00
44,MORGAN,FORT MORGAN RE-3,2405,7856,SHERMAN EARLY CHILDHOOD CENTER,FORT MORGAN,Elementary,401,62335,58386.20,2525.80,1423.00,0.94,0.02
44,MORGAN,WELDON VALLEY RE-20(J),2505,9352,WELDON VALLEY ELEMENTARY SCHOOL,WELDONA,Elementary,133,20417,19620.70,790.60,5.70,0.96,0.00
44,MORGAN,WELDON VALLEY RE-20(J),2505,9356,WELDON VALLEY JUNIOR HIGH SCHOOL,WELDONA,Middle/Jr. High,36,5310,4953.50,354.70,1.80,0.93,0.00
44,MORGAN,WELDON VALLEY RE-20(J),2505,9360,WELDON VALLEY HIGH SCHOOL,WELDONA,Senior,53,7939,7230.90,705.40,2.70,0.91,0.00
44,MORGAN,WIGGINS RE-50(J),2515,9263,WIGGINS MIDDLE SCHOOL,WIGGINS,Middle/Jr. High,115,19648,19064.80,503.80,79.40,0.97,0.00
44,MORGAN,WIGGINS RE-50(J),2515,9576,WIGGINS ELEMENTARY SCHOOL,WIGGINS,Elementary,281,45755,44223.40,39.10,1492.50,0.97,0.03
44,MORGAN,WIGGINS RE-50(J),2515,9582,WIGGINS HIGH SCHOOL,WIGGINS,Senior,151,25297,24280.20,729.70,287.10,0.96,0.01
45,OTERO,EAST OTERO R-1,2520,4841,LA JUNTA INTERMEDIATE SCHOOL,LA JUNTA,Elementary,369,60269,55932.00,3736.50,600.50,0.93,0.01
